Species_Flora_Europaea;Species_POWO;Family;Endozoochorous;Epizoochorous;Thalassochorous;Anemochorous;Myrmecochorous;Vertebrate_hoarding;Freshwater Hydrochorous;Ballochorous;Further clarification needed;Tree_or_Shrub;Synonyms;References
Rubus gratiosus;Rubus gratiosus P.J.Müll. & Lefèvre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus gratus;Rubus gratus Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus greinenis;Rubus greinenis Halácsy ex Topitz;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus gremblichii;Rubus gremblichii Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus gremlii;Rubus gremlii Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus grossbaueri;Rubus grossbaueri Beck;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus guentheri;Rubus guentheri Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus halacsyi;Rubus halacsyi Borbás ex Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hamatulus;Rubus hamatulus (Sabr.) Hayek;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hartmanii;Rubus hartmanii Gand.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hebecarpos;Rubus hebecarpos P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hebecaulis;Rubus hebecaulis Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hebetatus;Rubus hebetatus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hedycarpus;Rubus praecox Weihe ex Rchb.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus helveticus;Rubus helveticus Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hemistemon;Rubus hemistemon P.J.Müll. ex Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus henriquesii;Rubus henriquesii Samp.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hercynicus;Rubus hercynicus G.Braun;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hirsutus;Rubus hirsutus Thunb.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hirtus;Rubus hirtus Waldst. & Kit.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hispidissimus;Rubus hispidissimus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus histrix;Rubus hystrix Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus holochloroides;Rubus holochloroides Sudre & Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus holochloropsis;Rubus holochloropsis Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus horridulus;Rubus horridulus P.J.Müll. ex Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus humifusus;Rubus humifusus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus hypomalacus;Rubus hypomalacus Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus idaeus;Rubus idaeus L.;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus sachalinensis;
Rubus impolitus;Rubus impolitus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus incanescens;Rubus incanescens (DC.) Bertol.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus incurvatus;Rubus incurvatus Bab.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus indotatus;Rubus indotatus Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus infestus;Rubus infestus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus taeniarum;
Rubus inopactus;Rubus inopacatus P.J.Müll. & Lefèvre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus insericatus;Rubus insericatus P.J.Müll. ex Wirtg.;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus barbatus;
Rubus insularis;Rubus insularis F.Aresch.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus interruptus;Rubus interruptus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus joannis;Rubus joannis Beck;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus kaltenbachii;Rubus kaltenbachii Metsch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus kelleri;Rubus kelleri Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus koehleri;Rubus koehleri Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus krasanii;Rubus krasanii Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus laceratus;Rubus laceratus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus laciniatus;Rubus nemoralis P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus laetecoloratus;Rubus laetecoloratus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lamprophyllus;Rubus lamprophyllus Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus langei;Rubus langei Jensen ex Frid. & Gelert;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lasiothyrsus;Rubus lasiothyrsus (Sudre) Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lasquiensis;Rubus lasquiensis Sprib.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lejeunei;Rubus promachonicus A.Beek;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lentiginosus;Rubus lentiginosus Lees;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus leptobelus;Rubus lilacinus Wirtg.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lespinassei;Rubus lespinassei Clavaud;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus leucostachys;Rubus leucostachys Schleich. ex Sm.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lindebergii;Rubus lindebergii P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lindleianus;Rubus lindleyanus Lees;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lipovensis;Rubus lipovensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lloydianus;Rubus aetnicus Weston;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus longebracteatus;Rubus longebracteatus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus longicuspis;Rubus longicuspis P.J.Müll. ex Genev.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus longisepalus;Rubus longisepalus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus loretianus;Rubus lorentzianus Pulle;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lumnitzeri;Rubus lumnitzeri (Sabr.) Fritsch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lusaticus;Rubus lusaticus Rostock;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus lusitanicus;Rubus lusitanicus R.P.Murray;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus maassii;Rubus maassii Focke ex Bertram;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus macrocalyx;Rubus macrocalyx Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus macrophyllus;Rubus macrophyllus Weihe & Nees;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus macrostachys;Rubus macrostachys P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus macrothyrsus;Rubus macrothyrsus Lange;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus magurensis;Rubus magurensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus majusculus;Rubus majusculus (Sudre) Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus maranensis;Rubus maranensis (Samp.) Samp.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus margaritae;Rubus margaritae Gáyer;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus melanoxylon;Rubus melanoxylon P.J.Müll. & Wirtg.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus menkei;Rubus distractus P.J.Müll. ex Wirtg.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus mercicus;Rubus mercicus Bagn.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus mercieri;Rubus mercieri Genev.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus merinoi;Rubus merinoi Pau ex Merino;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus metschii;Rubus metschii Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus micans;Rubus micans Godr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus microbelus;Rubus microbelus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus microstachys;Rubus microstachys Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus minutidentatus;Rubus minutidentatus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus minutiflorus;Rubus minutiflorus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus miostilus;Rubus miostylus Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus moestus;Rubus moestus Holuby;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus moldavicus;Rubus moldavicus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus montanus;Rubus montanus Lib. ex Lej.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus morifolius;Rubus morifolius P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus mucronatoides;Rubus mucronatoides Ley ex W.M.Rogers;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus mucronipetalus;Rubus mucronipetalus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus mucronulatus;Rubus mucronulatus Boreau;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus muenteri;Rubus muenteri T.Marsson;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus mulleri;Rubus mulleri Lefèvre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus myricae;Rubus myricae Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus nemorensis;Rubus nemorensis Lefèvre & P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus neopyramidalis;Rubus neopyramidalis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus nessensis;Rubus polonicus Weston;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus nigricatus;Rubus nigricatus P.J.Müll. & Lefèvre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus niveoserpens;Rubus niveoserpens Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus obrosus;Rubus obrosus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus obscurus;Rubus cinerascens Weihe ex Lej. & Courtois;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus entomodontos;
Rubus obtruncatus;Rubus obtruncatus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus obtusangulus;Rubus obtusangulus Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus ochrosetus;Rubus ochrosetus Borbás;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus ocnensis;Rubus ocnensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus offensus;Rubus offensus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus oigocladus;Rubus oigocladus P.J.Müll. & Lefèvre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus opacus;Rubus opacus Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus opiparus;Rubus opiparus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus orbifolius;Rubus orbifolius Boulay & Letendre ex Lefèvre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus oreades;Rubus oreades P.J.Müll. & Wirtg.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus orthosepalus;Rubus orthosepalus Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pachychlamydeus;Rubus pachychlamydeus (Sabr.) Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pallidus;Rubus pallidus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus parvulipetalus;Rubus parvulipetalus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pedatifolius;Rubus pedatifolius Genev.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus perdurus;Rubus perdurus Holuby & Borbás ex Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus perneggensis;Rubus perneggensis (Hayek) Fritsch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus persanimontis;Rubus persanimontis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus persericans;Rubus persericans (Sabr.) Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus persicinus;Rubus persicinus A.Kern.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus petnicensis;Rubus petnicensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus petri;Rubus petri Fritsch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus phyllostachys;Rubus phyllostachys P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pierratii;Rubus pierratii Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus piletostachys;Rubus piletostachys Godr. & Gren.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pilifer;Rubus pilifer Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pilocarpus;Rubus pilocarpus Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus plicatus;Rubus fruticosus L.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus plusiacanthus;Rubus plusiacanthus Borbás;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus podophylloides;Rubus podophylloides Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus podophyllos;Rubus podophyllos P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus polyanthemus;Rubus polyanthemus Lindeb.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus porphyrantherus;Rubus porphyrantherus Hormuz.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus portuensis;Rubus portuensis Samp.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus posoniensis;Rubus posoniensis Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus praealpinus;Rubus praealpinus Hayek;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus praedatus;Rubus praedatus Schmidely;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus preissmannii;Rubus preissmannii Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus prionatus;Rubus prionatus (Sudre) Y.Hesl.-Harr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus prolongatus;Rubus prolongatus Boulay & Letendre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus proximus;Rubus proximus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pseudodoftanensis;Rubus pseudodoftanensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pseudotenellus;Rubus pseudotenellus Gilli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pygmaeopsis;Rubus pygmaeopsis Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pygmaeus;Rubus pygmaeus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus pyramidalis;Rubus umbrosus Braeucker;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus quadicus;Rubus quadicus (Sabr.) Beck;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus questieri;Rubus questieri Lefèvre & P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus radula;Rubus radula Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rariglandulosus;Rubus rariglandulosus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus renifrons;Rubus renifrons Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rhodopsis;Rubus rhodopsis Sabr. ex Fritsch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rhombifolius;Rubus rhombifolius Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus richteri;Rubus richteri Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rivularis;Rubus rivularis Wirtg. & P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus roetensis;Rubus roetensis Waisb.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus romanicus;Rubus romanicus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rosaceus;Rubus rosaceus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rosellus;Rubus rosellus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rubiginosus;Rubus rubiginosus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rubrisetoides;Rubus rubrisetoides Hormuz.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rubristamineus;Rubus rubristamineus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus ruderalis;Rubus ruderalis Kupcsok;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus rudis;Rubus rudis Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus omalus;
Rubus rufescens;Rubus rufescens Lefèvre & P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus salisburgensis;Rubus salisburgensis Focke ex Caflisch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus saltuum;Rubus saltuum Focke ex Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus flexuosus;
Rubus sampaianus;Rubus sampaioanus Sudre ex Samp.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus sanguineus;Rubus creticus Tourn. ex L.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus saxatilis;Rubus saxatilis L.;Rosaceae;1;0;0;0;0;0;0;0;;0;;
Rubus saxigenus;Rubus saxigenus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus saxosus;Rubus saxosus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus scaber;Rubus scaber Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus analogus;
Rubus schenkei;Rubus schenkii Hruby;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus schlechtendalii;Rubus schlechtendalii Weihe ex Link;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus schleicheri;Rubus schleicheri Weihe ex Tratt.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus schlikkumii;Rubus schlickumii Wirtg.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus schmidelyanus;Rubus schmidelyanus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus schultzii;Rubus schultzii Ripart ex P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus schummelii;Rubus schummelii Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus sciocharis;Rubus sciocharis (Sudre) C.K.Schneid.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus scissus;Rubus scissus W.C.R.Watson;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus seciurensis;Rubus seciurensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus senticosus;Rubus senticosus Köhler ex Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus septentrionalis;Rubus septentrionalis W.C.R.Watson;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus sericophyllus;Rubus sericophyllus P.J.Müll. & Wirtg. ex Focke;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus serpens;Rubus serpens Weihe ex Lej. & Courtois;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus severinensis;Rubus severinensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus silesiacus;Rubus silesiacus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus candicans;
Rubus silvaticus;Rubus silvaticus Weihe & Nees;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus slatinensis;Rubus slatinensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus spinulatus;Rubus spinulatus Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus spissifolius;Rubus spissifolius Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus splendiflorus;Rubus splendiflorus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus sprengelii;Rubus sprengelii Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus suavifolius;Rubus suavifolius Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subaculeatus;Rubus subaculeatus Borbás ex Fritsch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subcanus;Rubus subcanus P.J.Müll. ex Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subcaucasicus;Rubus subcaucasicus Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subcoriaceus;Rubus subcoriaceus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subincertus;Rubus subincertus Samp.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subpygmaeopsis;Rubus subpygmaeopsis Sprib.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subvillicaulis;Rubus subvillicaulis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus subvillosus;Rubus subvillosus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus sueviacus;Rubus sueviacus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus sulcatus;Rubus sulcatus Vest;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus altissimus;
Rubus supinus;Rubus supinus Sabr.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus tenuispinosus;Rubus tenuispinosus Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus teregovensis;Rubus teregovensis Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus tereticaulis;Rubus tereticaulis P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus teretiusculus;Rubus teretiusculus Kaltenb.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus thelybatos;Rubus thelybatos Focke ex Caflisch;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus thessalus;Rubus thessalus Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus thyrsanthus;Rubus grabowskii Weihe ex Günther, Grab. & Wimm.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus thyrsiflorus;Rubus thyrsiflorus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus timbal-lagravei;Rubus timbal-lagravei P.J.Müll. ex Boulay;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus tomentellus;Rubus tomentellus Ripart ex Genev.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus topitzii;Rubus topitzii Halácsy ex Topitz;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus trachypus;Rubus trachypus Boulay & Gillot;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus transmontanus;Rubus transmontanus Samp. ex Cout.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus truncifolius;Rubus aggregatus Kaltenb.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus tumidus;Rubus tumidus Gremli;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus ulmifolius;Rubus ulmifolius Schott;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus discolor;
Rubus uncinatus;Rubus uncinatus P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vaccarum;Rubus vaccarum Nyár.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vagabundus;Rubus vagabundus Samp.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vallicola;Rubus vallicola P.J.Müll.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vallisparsus;Rubus vallisparsus Sudre;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vastus;Rubus vastus (Sabr.) Hayek;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vepallidus;Rubus vepallidus (Sudre) W.C.R.Watson;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus verticalis;Rubus verticalis Hormuz.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vestitifolius;Rubus vestitifolius Fritsch ex Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vestitus;Rubus vestitus Weihe;Rosaceae;1;0;0;0;0;0;0;0;;1;Rubus leucanthemus;
Rubus vigoi;Rubus vigoi Roselló, Peris & Stübing;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vindobonensis;Rubus vindobonensis Sabr. & Heinr.Braun;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus vulgaris;Rubus communis Bayer;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus wimmeranus;Rubus wimmerianus (Sprib. ex Sudre) Sprib.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus winteri;Rubus winteri (P.J.Müll. ex Focke) A.Först.;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rubus wittingii;Rubus wittingii Halácsy;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Rumex acetosa;Rumex acetosa L.;Polygonaceae;0;0;0;0;0;0;0;0;;0;;López González G. (1990) Rumex L. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 595-634
Rumex acetosella;Rumex acetosella L.;Polygonaceae;0;0;0;0;0;0;0;0;;0;Rumex australis;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Rumex alpinus;Rumex alpinus L.;Polygonaceae;0;0;0;1;0;0;0;0;;0;;Wikipedia, The Free Encyclopedia <www.wikipedia.org>
Rumex aquaticus;Rumex aquaticus L.;Polygonaceae;0;0;1;0;0;0;1;0;THA?;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
