Species_Flora_Europaea;Species_POWO;Family;Endozoochorous;Epizoochorous;Thalassochorous;Anemochorous;Myrmecochorous;Vertebrate_hoarding;Freshwater Hydrochorous;Ballochorous;Further clarification needed;Tree_or_Shrub;Synonyms;References
Alchemilla decumbens;Alchemilla decumbens Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla demissa;Alchemilla demissa Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla effusa;Alchemilla effusa Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla ursina;
Alchemilla erythropoda;Alchemilla erythropoda Juz.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla eugenii;Alchemilla eugenii Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla exigua;Alchemilla exigua Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla faeroensis;Alchemilla faeroensis (Lange) Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla fallax;Alchemilla fallax Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla filicaulis;Alchemilla filicaulis Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla minima;
Alchemilla fissa;Alchemilla fissa Günther & Schummel;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla pyrenaica;
Alchemilla fissimima;Alchemilla fissimima Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla flabellata;Alchemilla flabellata Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla flavicoma;Alchemilla flavicoma Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla flavovirens;Alchemilla flavovirens Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla flexicaulis;Alchemilla flexicaulis Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla florulenta;Alchemilla florulenta Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla font-queri;Alchemilla fontqueri Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla frigens;Alchemilla frigens Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla fulgens;Alchemilla fulgens Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla giewontica;Alchemilla giewontica Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla glabra;Alchemilla glabra Neygenf.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla glabricaulis;Alchemilla glabricaulis H.Lindb.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla glacialis;Alchemilla glacialis Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla glaucescens;Alchemilla glaucescens Wallr.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla glomerulans;Alchemilla glomerulans Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla gorcensis;Alchemilla gorcensis Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla grossidens;Alchemilla grossidens Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla helvetica;Alchemilla helvetica Brügger;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla heptagona;Alchemilla heptagona Juz.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla heterophylla;Alchemilla heterophylla Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla ivonis;
Alchemilla heteropoda;Alchemilla heteropoda Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla flaccida;
Alchemilla heterotricha;Alchemilla heterotricha Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla hirsuticaulis;Alchemilla hirsuticaulis H.Lindb.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla hirtipes;Alchemilla hirtipes Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla hoppeana;Alchemilla hoppeana (Rchb.) Dalla Torre;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla impexa;Alchemilla impexa Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla incisa;Alchemilla incisa Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla vallesiaca;
Alchemilla inconcinna;Alchemilla inconcinna Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla indivisa;Alchemilla indivisa (Formánek ex Buser) Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla infravalesiaca;Alchemilla infravallesia (Buser) Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla jaquetiana;Alchemilla jaquetiana Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla jasiewiczii;Alchemilla jasiewiczii Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla jugensis;Alchemilla jugensis (Buser) Maill.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla jumrukczalica;Alchemilla jumrukczalica Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla kerneri;Alchemilla kerneri Janch. ex Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla kornasiana;Alchemilla kornasiana Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla kulczyznskii;Alchemilla kulczynskii Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla ladislai;Alchemilla ladislai Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla lapeyrousii;Alchemilla hybrida (L.) L.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla leptoclada;Alchemilla leptoclada Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla lineata;Alchemilla lineata Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla longana;Alchemilla longana Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla longinodis;Alchemilla longinodis (Buser) Maill.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla longiuscula;Alchemilla longiuscula Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla lucida;Alchemilla lucida Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla monticola;Alchemilla monticola Opiz;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla gracilis, Alchemilla hungarica;
Alchemilla multidens;Alchemilla multidens Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla murbeckiana;Alchemilla murbeckiana Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla murisserica;Alchemilla murisserica Maill.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla nitida;Alchemilla nitida Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla obscura;Alchemilla obscura Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla obtusa;Alchemilla obtusa Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla oculimarina;Alchemilla oculimarina Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla othmarii;Alchemilla othmarii Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla oxyodonta;Alchemilla oxyodonta (Buser) G.C.Westerl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla paicheana;Alchemilla paicheana (Buser) Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla pallens;Alchemilla pallens Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla pentaphyllea;Alchemilla pentaphyllea L.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla petiolulans;Alchemilla petiolulans (Buser ex E.G.Camus) Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla petraea;Alchemilla petraea Buser ex Maill.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla pirinica;Alchemilla pirinica Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla plicata;Alchemilla plicata Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla plicatula;Alchemilla plicatula Gand.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla polonica;Alchemilla polonica Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla propinqua;Alchemilla propinqua H.Lindb. ex Juz.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla pseudincisa;Alchemilla pseudincisa Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla pseudothmarii;Alchemilla pseudothmari Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla racemulosa;Alchemilla racemulosa Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla reniformis;Alchemilla reniformis Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla rhodondendrophila;Alchemilla rhododendrophila Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla rubristipula;Alchemilla rubristipula Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla sarmatica;Alchemilla sarmatica Juz.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla saxatilis;Alchemilla saxatilis Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla saxetana;Alchemilla saxetana Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla schmidelyana;Alchemilla schmidelyana Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla scintillans;Alchemilla alpigena Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla semilunaris;Alchemilla semilunaris Alechin;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla semisecta;Alchemilla semisecta Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla sericoneura;Alchemilla sericoneura Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla cuspidens;
Alchemilla sericoneuroides;Alchemilla sericoneuroides Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla sinuata;Alchemilla sinuata Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla smytniensis;Alchemilla smytniensis Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla sokolowskii;Alchemilla sokolowskii Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla splendens;Alchemilla splendens Christ;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla squarrosula;Alchemilla squarrosula Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla stanislaae;Alchemilla stanislaae Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla straminea;Alchemilla straminea Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla subtatrica;
Alchemilla strigosula;Alchemilla strigosula Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla subcrenata;Alchemilla subcrenata Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla subglobosa;Alchemilla subglobosa G.C.Westerl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla subsericea;Alchemilla subsericea Reut.;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla jucunda;
Alchemilla tatricola;Alchemilla tatricola Pawł.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla tenuis;Alchemilla tenuis Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla tirolensis;Alchemilla tirolensis Buser ex Dalla Torre & Sarnth.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla transiens;Alchemilla transiens (Buser) Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla basaltica, Alchemilla brachyclada, Alchemilla obovalis;
Alchemilla trunciloba;Alchemilla trunciloba Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla undulata;Alchemilla undulata Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla sectilis;
Alchemilla vaccariana;Alchemilla vaccariana Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla venosula;Alchemilla venosula Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;Alchemilla gracillima;
Alchemilla versipila;Alchemilla versipila Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla versipiloides;Alchemilla versipiloides Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla vetteri;Alchemilla vetteri Buser;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla viridiflora;Alchemilla viridiflora Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla walasii;Alchemilla walasii Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla wallischii;Alchemilla wallischii Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla wichurae;Alchemilla wichurae (Buser) Stefánsson;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla xanthochlora;Alchemilla xanthochlora Rothm.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla zapalowiczii;Alchemilla zapalowiczii Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Alchemilla zmudae;Alchemilla zmudae Pawl.;Rosaceae;0;0;0;0;0;0;0;0;;0;;
Aldrovanda vesiculosa;Aldrovanda vesiculosa L.;Droseraceae;0;0;0;0;0;0;0;0;;0;;
Alhagi graecorum;Alhagi graecorum Boiss.;Fabaceae;0;0;0;0;0;0;0;0;;1;;
Alisma gramineum;Alisma gramineum Lej.;Alismataceae;0;0;0;0;0;0;1;0;;0;;Hroudová Z. Zákravský P., Čechurová O. (2004) Germination of seed Alisma gramineum and its distribution in the Czech Republic. Preslia 76(2): 97-118
Alisma lanceolatum;Alisma lanceolatum With.;Alismataceae;0;0;0;0;0;0;1;0;;0;;Ford K.A. & Champion P.D. (2020) Alismataceae. In: Wilton A.D. (Ed.) Flora of New Zealand - Seed Plants. Fascicle 7. Manaaki Whenua Press, Lincoln. http://dx.doi.org/10.7931/jwc3-zg41
Alisma plantago-aquatica;Alisma plantago-aquatica L.;Alismataceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Ford K.A. & Champion P.D. (2020) Alismataceae. In: Wilton A.D. (Ed.) Flora of New Zealand - Seed Plants. Fascicle 7. Manaaki Whenua Press, Lincoln. http://dx.doi.org/10.7931/jwc3-zg41
Alisma wahlenbergii;Alisma wahlenbergii (Holmb.) Juz.;Alismataceae;0;0;1;0;0;0;0;0;THA?;0;;
Alkanna calliensis;Alkanna calliensis Heldr. ex Boiss.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna corcyrensis;Alkanna corcyrensis Hayek;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna graeca;Alkanna graeca Boiss. & Spruner;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna lutea;Alkanna lutea A.DC.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna methanaea;Alkanna methanaea Hausskn.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna orientalis;Alkanna orientalis (L.) Boiss.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna pelia;Alkanna pelia (Halácsy) Rech.f.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna pindicola;Alkanna pindicola Hausskn.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna primuliflora;Alkanna primuliflora Griseb.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna sartoriana;Alkanna sartoriana Boiss. & Heldr.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna stribrnyi;Alkanna stribrnyi Velen.;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alkanna tinctoria;Alkanna tinctoria Tausch;Boraginaceae;0;0;0;0;0;0;0;0;;0;;
Alliaria petiolata;Alliaria petiolata (M.Bieb.) Cavara & Grande;Brassicaceae;0;0;0;0;0;0;0;0;;0;;
Allium acutiflorum;Allium acutiflorum Loisel.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium albidum;Allium denudatum Redouté;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium amethystinum;Allium amethystinum Tausch;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium ampeloprasum;Allium ampeloprasum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;Allium polyanthum;
Allium angulosum;Allium angulosum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium atropurpureum;Allium atropurpureum Waldst. & Kit.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium atroviolaceum;Allium atroviolaceum Boiss.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium baeticum;Allium baeticum Boiss.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium bornmuelleri;Allium bornmuelleri Hayek;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium bourgeaui;Allium bourgeaui Rech.f.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium callimischon;Allium callimischon Link;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium carinatum;Allium carinatum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium chamaemoly;Allium chamaemoly L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium chamaespathum;Allium chamaespathum Boiss.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium commutatum;Allium commutatum Guss.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium cupani;Allium cupani Raf.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium cyrilli;Allium cyrilli Ten.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium ericetorum;Allium ericetorum Thore;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium favosum;Allium favosum Zahar.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium flavum;Allium flavum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;Allium amphipulchellum;
Allium frigidum;Allium frigidum Boiss. & Heldr.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium gomphrenoides;Allium gomphrenoides Boiss. & Heldr.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium guttatum;Allium guttatum Steven;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium heldreichii;Allium heldreichii Boiss.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium hirtovaginum;Allium hirtovaginum Candargy;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium hymettium;Allium hymettium Boiss. & Heldr.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium insubricum;Allium insubricum Boiss. & Reut.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium integerrimum;Allium integerrimum Zahar.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium jubatum;Allium jubatum J.F.Macbr.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium lineare;Allium lineare L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium longanum;Allium longanum Pamp.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium luteolum;Allium luteolum Halácsy;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium macedonicum;Allium macedonicum Zahar.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium marschallianum;Allium marschallianum Vved.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium massaessylum;Allium massaessylum Batt. & Trab.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium melanantherum;Allium melanantherum Pancic;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium melananthum;Allium melananthum Coincy;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium meteoricum;Allium meteoricum Heldr. & Hausskn. ex Halácsy;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium moly;Allium moly L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium moschatum;Allium moschatum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium narcissiflorum;Allium narcissiflorum Vill.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium neapolitanum;Allium neapolitanum Cirillo;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium nigrum;Allium nigrum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium obliquum;Allium obliquum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium obtusiflorum;Allium obtusiflorum Redouté;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium oleraceum;Allium oleraceum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium palentinum;Allium palentinum Losa & P.Monts.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium pallens;Allium pallens L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium paniculatum;Allium paniculatum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium parnassicum;Allium parnassicum (Boiss.) Halácsy;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium pendulinum;Allium pendulinum Ten.;Amaryllidaceae;0;0;0;0;1;0;0;0;;0;;Stearn W.T. (1980a) Allium L. In: Tutin T.G., Heywood V.H., Burges N.A., Moore S.M., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 5): Alismataceae to Orchidaceae (Monocotyledones). Cambridge University Press, pp.49-69
Allium phthioticum;Allium phthioticum Boiss. & Heldr.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;Allium breviradium;
Allium pilosum;Allium pilosum Sm.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium podolicum;Allium podolicum Blocki ex Racib. & Szafer;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium pruinatum;Allium pruinatum Link ex Spreng.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium pyrenaicum;Allium pyrenaicum Costa & Vayr.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium roseum;Allium roseum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium rouyi;Allium rouyi Gaut.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;Allium chrysonemum;
Allium sativum;Allium sativum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium saxatile;Allium saxatile M.Bieb.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium scaberrimum;Allium scaberrimum M.Serres;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium schmitzii;Allium schmitzii Cout.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium schoenoprasum;Allium schoenoprasum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium scorodoprasum;Allium scorodoprasum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium scorzonerifolium;Allium scorzonerifolium Desf. ex Redouté;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium senescens;Allium senescens L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium sipyleum;Allium sipyleum Boiss.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium sphaerocephalon;Allium sphaerocephalon L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium stamineum;Allium stamineum Boiss.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium staticiforme;Allium staticiforme Sm.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium suaveolens;Allium suaveolens Jacq.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium subhirsutum;Allium subhirsutum L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium subvillosum;Allium subvillosum Salzm. ex Schult. & Schult.f.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium trifoliatum;Allium trifoliatum Cirillo;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium triquetrum;Allium triquetrum L.;Amaryllidaceae;0;0;0;0;1;0;0;0;;0;;Stearn W.T. (1980a) Allium L. In: Tutin T.G., Heywood V.H., Burges N.A., Moore S.M., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 5): Alismataceae to Orchidaceae (Monocotyledones). Cambridge University Press, pp.49-69 | Pemberton R.W., Irving D.W. (1990) Elaiosomes on weed seeds and the potential for myrmecochory in naturalized plants. Weed Science 38: 615–619.
Allium ursinum;Allium ursinum L.;Amaryllidaceae;0;0;0;0;1;0;0;0;;0;;Guitián J. & Garrido J.L. (2006) Is early flowering in myrmechorous plants an adaptation for ant dispersal? Plant Species Biology 21(3): 165-171
Allium victorialis;Allium victorialis L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Allium vineale;Allium vineale L.;Amaryllidaceae;0;0;0;0;0;0;0;0;;0;;
Alnus cordata;Alnus cordata (Loisel.) Duby;Betulaceae;0;0;0;0;0;0;1;0;;1;;
Alnus glutinosa;Alnus glutinosa (L.) Gaertn.;Betulaceae;0;0;0;0;0;0;1;0;;1;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London
Alnus incana;Alnus incana (L.) Moench;Betulaceae;0;0;0;0;0;0;1;0;;1;;
Alnus viridis;Alnus alnobetula (Ehrh.) K.Koch;Betulaceae;0;0;0;0;0;0;1;0;;1;;
Alopecurus aequalis;Alopecurus aequalis Sobol.;Poaceae;0;0;0;0;0;0;1;0;;0;;Melcher I.M., Bouman F. & Cleef A.M. (2004) Seed atlas of the monocotyledonous genera of the páramo. Flora 199: 286-308
Alopecurus alpinus;Alopecurus magellanicus Lam.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus arundinaceus;Alopecurus arundinaceus Poir.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus brachystachyus;Alopecurus brachystachyus M.Bieb.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus bulbosus;Alopecurus bulbosus Gouan;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus creticus;Alopecurus creticus Trin.;Poaceae;0;0;0;0;0;0;0;0;;0;Alopecurus thracicus;
Alopecurus geniculatus;Alopecurus geniculatus L.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus gerardii;Alopecurus gerardii (All.) Vill.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus himalaicus;Alopecurus himalaicus Hook.f.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus myosuroides;Alopecurus myosuroides Huds.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Alopecurus pratensis;Alopecurus pratensis L.;Poaceae;0;0;0;0;0;0;0;0;;0;;
