species,dispersal_mode,source,genus,family,mode_key,mode_label,n_modes,agents_vec,dispersal_agent_multi,dispersal_agent_summary
Attalea eichleri,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea exigua,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea funifera,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Attalea geraensis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea insignis,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Attalea maripa,epizoochorous_endozoochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous_freshwater-hydrochorous,Mixed,4,,animal_water,mixed
Attalea oleifera,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea phalerata,epizoochorous_endozoochorous_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Attalea pindobassu,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea rostrata,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Attalea seabrensis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea sp,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Attalea speciosa,epizoochorous_endozoochorous_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Attalea teixeirana_x,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea vitrivir,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea zonensis,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Aubrieta deltoidea,ballochorous,TRY,NA,NA,ballochorous,Ballochorous,1,,ballistic,ballistic
Aucuba chinensis,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Aucuba japonica,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Augusta longifolia,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Aulax cancellata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aulonemia aristulata,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Aulonemia effusa,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Aulonemia xerophylla,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Austrocedrus chilensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austrocritonia velutina,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austrodanthonia sp,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Austroeupatorium albescens,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austroeupatorium apensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austroeupatorium inulaefolium,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austroeupatorium morii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austroeupatorium neglectum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austroeupatorium silphiifolium,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austromyrtus dulcis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Austrostipa bigeniculata,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Austrostipa rudis,epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_myrmecochorous,Mixed,2,,animal,animal
Austrostipa scabra,epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_myrmecochorous,Mixed,2,,animal,animal
Auxopus kameruniana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Avellinia michelii,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena barbata,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena clauda,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena fatua,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena longiglumis,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena murphyi,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena prostrata,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena sativa,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena sterilis,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avena strigosa,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula aetolica,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula agropyroides,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula albinervis,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula bromoides,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula cincinnata,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula compressa,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula cycladum,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula gervaisii,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula hackelii,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula levis,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula marginata,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula murcica,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula planiculmis,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula praeusta,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula pratensis,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula pruinosa,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula pubescens,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avenula versicolor,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Avicennia germinans,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Avicennia marina,freshwater-hydrochorous_thalassochorous,TRY,NA,NA,thalassochorous_freshwater-hydrochorous,Mixed,2,,water,water
Avicennia marina subsp. australasica,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Avicennia marina subsp. eucalyptifolia,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Axonopus anceps,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus argentinus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus aureus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus brasiliensis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus bryoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus capillaris,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus chaseae,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus chrysoblepharis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus comans,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus complanatus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus compressus,unassisted_myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus conduplicatus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus eminens,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus equitans,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus fastigiatus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus fissifolius,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus furcatus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus grandifolius,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus graniticola,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus herzogii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus hydrolithicus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus junciformis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus kuhlmannii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus laxiflorus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus leptostachyus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus longispicus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus marginatus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus polydactylus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus polystachyus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus pressus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus pubivaginatus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus purpusii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus rupestris,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus scoparius,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus siccus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus singularis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axonopus suffultus,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Axyris amaranthoides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Axyris lanata,myrmecochorous_epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Ayapana amygdalina,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Ayapana stenolepis,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Ayenia angustifolia,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Ayenia blanchetiana,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Ayenia latifolia,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Ayenia noblickii,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Ayenia nummularia,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Ayenia praecipua,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Ayenia tomentosa,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Ayenia wygodzinskyi,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Azadirachta indica,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Azolla mexicana,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Aztekium sp,epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_myrmecochorous,Mixed,2,,animal,animal
Babiana sp,unassisted_myrmecochorous,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Baccaurea motleyana,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Baccharis angustifolia,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis aphylla,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis axillaris,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis brevifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis breviseta,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis caprariifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis chilco,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis cinerea,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis clausseni,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis cognata,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis concinna,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis coridifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis crassipappa,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis dentata,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis elliptica,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis erigeroides,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis genistelloides,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis genistifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis glutinosa,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis gracilis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis helichrysoides,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis hirta,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis humilis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis illinita,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis illinitoides,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis inamoena,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis intermixta,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis itatiaiae,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis junciformis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis lateralis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis ligustrina,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis linearifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis lychnophora,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis malmei,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis microcephala,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis microdonta,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis milleflora,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis minutiflora,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis montana,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis multiflora,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Baccharis myricifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis obdeltata,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis oblongifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis oleifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis orbignyana,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis oxyodonta,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis pentaptera,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis pilularis,anemochorous_myrmecochorous_endozoochorous,TRY,NA,NA,endozoochorous_anemochorous_myrmecochorous,Mixed,3,,animal_wind,mixed
Baccharis pilularis var. pilularis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Baccharis platypoda,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis pohlii,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis polyphylla,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis pseudoalpestris,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis punctulata,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis quitensis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis reticularia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis reticularioides,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis retusa,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis rivularis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis rufidula,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis sagittalis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis salicifolia,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Baccharis sarothroides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
