species,dispersal_mode,source,genus,family,mode_key,mode_label,n_modes,agents_vec,dispersal_agent_multi,dispersal_agent_summary
Asparagus albus,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus aphyllus,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus asparagoides,epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_myrmecochorous,Mixed,2,,animal,animal
Asparagus brachyphyllus,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus cochinchinensis,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Asparagus maritimus,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus officinalis,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus officinalis subsp. officinalis,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus pseudoscaber,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus stipularis,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus tenuifolius,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asparagus verticillatus,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Aspasia variegata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asperugo procumbens,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Asperula arvensis,unassisted_endozoochorous_epizoochorous_human-mediated,TRY,NA,NA,endozoochorous_epizoochorous_unassisted_human-mediated,Mixed,4,,animal_unassisted,mixed
Asperula cynanchica,unassisted_epizoochorous,TRY,NA,NA,epizoochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Asperula cynanchica subsp. cynanchica,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Asperula taurina,ballochorous,TRY,NA,NA,ballochorous,Ballochorous,1,,ballistic,ballistic
Asperula tinctoria,epizoochorous_endozoochorous_ballochorous_unassisted_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_freshwater-hydrochorous_ballochorous_unassisted,Mixed,5,,animal_water_ballistic_unassisted,mixed
Asphodelus aestivus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asphodelus ayardii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asphodelus cerasiferus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asphodelus fistulosus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asphodelus ramosus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspicarpa axillaris,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspicarpa cynanchoides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspicarpa hirsuta,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidogyne argentea,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidogyne commelinoides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidogyne foliosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidogyne kuczynskii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidopterys concava,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma album,anemochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,anemochorous_myrmecochorous_freshwater-hydrochorous,Mixed,3,,animal_wind_water,mixed
Aspidosperma australe,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma carapanauba,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma cruenata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma cuspa,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma cylindrocarpon,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma discolor,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma dispermum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma excelsum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma gomezianum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma macrocarpon,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma macrophyllum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma megalocarpon,anemochorous_freshwater-hydrochorous,TRY,NA,NA,anemochorous_freshwater-hydrochorous,Mixed,2,,wind_water,mixed
Aspidosperma megaphyllum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma multiflorum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma nobile,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma parvifolium,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma polyneuron,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma pyrifolium,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma quebracho-blanco,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma ramiflorum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma sandwithianum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma sp,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspidosperma spruceanum,anemochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,anemochorous_myrmecochorous_freshwater-hydrochorous,Mixed,3,,animal_wind_water,mixed
Aspidosperma subincanum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma tomentosum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspidosperma triternatum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aspilia albuquerquei,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia almasensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia attenuata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia belo-horizontinae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia camporum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia caudata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia clausseniana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia cordifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia diamantinae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia diniz-cruzeanae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia discolor,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia duarteana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia eglerii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia erosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia espinhacensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia floribunda,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia foliacea,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia foliosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia fruticosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia glaziovii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia goiazensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia hatschbachii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia ioletae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia jolyana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia kunthiana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia matogrossensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia montevidensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia ovalifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia pereirae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia phyllostachya,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia platyphylla,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia pohlii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia prostrata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia reflexa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia reticulata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aspilia riedelii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium australasicum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium bulbiferum subsp. gracillimum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium ceterach,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium elliottii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium foresiense,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium friesiorum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium obovatum subsp. billotii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium onopteris,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium petrarchae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium petrarchae subsp. petrarchae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium polyodon,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium ruta-muraria,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium trichomanes,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplenium viride,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asplundia sp,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Aster alpinus,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster amellus,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster aragonensis,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster bellidiastrum,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster dumosus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster linosyris,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster oleifolius,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster pyrenaeus,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster sedifolius,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster sibiricus,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster squamatus,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Aster tripolium,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Aster willkommii,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Asteriscus aquaticus,thalassochorous,EuDiS,NA,NA,thalassochorous,Thalassochorous,1,,water,water
Asteriscus graveolens,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Asteriscus maritimus,thalassochorous,EuDiS,NA,NA,thalassochorous,Thalassochorous,1,,water,water
Asterogyne sp,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Asterostigma cryptostylum,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Astragalus alpinus,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Astragalus arenarius,endozoochorous_epizoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Astragalus atropilosulus subsp. abyssinicus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astragalus baionensis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Astragalus cicer,endozoochorous_epizoochorous_unassisted_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_freshwater-hydrochorous_unassisted,Mixed,4,,animal_water_unassisted,mixed
Astragalus congdonii,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Astragalus cottonii,unassisted_myrmecochorous,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Astragalus danicus,endozoochorous_epizoochorous_ballochorous_unassisted_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_freshwater-hydrochorous_ballochorous_unassisted,Mixed,5,,animal_water_ballistic_unassisted,mixed
Astragalus depressus,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Astragalus exscapus,ballochorous_endozoochorous_epizoochorous,TRY,NA,NA,endozoochorous_epizoochorous_ballochorous,Mixed,3,,animal_ballistic,mixed
Astragalus frigidus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astragalus fruticosus,myrmecochorous_ballochorous,TRY,NA,NA,myrmecochorous_ballochorous,Mixed,2,,animal_ballistic,mixed
Astragalus glycyphyllos,endozoochorous_epizoochorous_human-mediated_unassisted_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,5,,animal_water_unassisted,mixed
Astragalus hamosus,ballochorous,EuDiS,NA,NA,ballochorous,Ballochorous,1,,ballistic,ballistic
Astragalus hypoglottis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Astragalus incanus,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Astragalus leontinus,ballochorous,TRY,NA,NA,ballochorous,Ballochorous,1,,ballistic,ballistic
Astragalus lusitanicus,myrmecochorous,EuDiS,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Astragalus monspessulanus,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Astragalus pelecinus,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Astragalus spinosus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astragalus tragacantha,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Astrantia major,anemochorous_epizoochorous_ballochorous_myrmecochorous,TRY,NA,NA,epizoochorous_anemochorous_myrmecochorous_ballochorous,Mixed,4,,animal_wind_ballistic,mixed
Astrebla elymoides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astrebla lappacea,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astrebla pectinata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astridia sp,freshwater-hydrochorous_myrmecochorous,TRY,NA,NA,myrmecochorous_freshwater-hydrochorous,Mixed,2,,animal_water,mixed
Astrocaryum aculeatum,epizoochorous_endozoochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous_freshwater-hydrochorous,Mixed,4,,animal_water,mixed
Astrocaryum chambira,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Astrocaryum confertum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Astrocaryum jauari,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Astrocaryum mexicanum,epizoochorous_endozoochorous_unassisted_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous_freshwater-hydrochorous_unassisted,Mixed,5,,animal_water_unassisted,mixed
Astrocaryum murumuru,epizoochorous_endozoochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous_freshwater-hydrochorous,Mixed,4,,animal_water,mixed
Astrocaryum paramaca,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Astrocaryum sp,epizoochorous_endozoochorous_unassisted_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous_unassisted,Mixed,4,,animal_unassisted,mixed
Astrocaryum standleyanum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Astrocaryum tucuma,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Astrocaryum vulgare,epizoochorous_endozoochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous_freshwater-hydrochorous,Mixed,4,,animal_water,mixed
Astrodaucus littoralis,thalassochorous,EuDiS,NA,NA,thalassochorous,Thalassochorous,1,,water,water
Astronium concinnum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astronium fraxinifolium,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astronium glaziovii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astronium graveolens,epizoochorous_endozoochorous_anemochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_freshwater-hydrochorous,Mixed,4,,animal_wind_water,mixed
Astronium nelson-rosae,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Astropanax myrianthus,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Astropanax volkensii,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Asystasia mysorensis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Atadinus alpinus,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Atadinus pumilus,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Atalantia buxifolia,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Atalaya hemiglauca,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Athamanta cretensis,ballochorous,TRY,NA,NA,ballochorous,Ballochorous,1,,ballistic,ballistic
Athrotaxis cupressoides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Athyrium filix-femina,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atractylis cancellata,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atractylis gummifera,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atractylis humilis,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atractylis tutinii,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atraphaxis billardieri,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex calotheca,epizoochorous_unassisted_freshwater-hydrochorous,TRY,NA,NA,epizoochorous_freshwater-hydrochorous_unassisted,Mixed,3,,animal_water_unassisted,mixed
Atriplex canescens,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Atriplex confertifolia,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Atriplex corrugata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex cuneata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex elachophylla,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex gardneri,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex glabriuscula,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex glauca,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex halimus,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex holocarpa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex hortensis,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex humifusa,unassisted_myrmecochorous,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Atriplex laciniata,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex lentiformis,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Atriplex leptocarpa,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Atriplex lindleyi,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex littoralis,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex longipes,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex micrantha,unassisted_human-mediated,TRY,NA,NA,unassisted_human-mediated,Mixed,2,,animal_unassisted,mixed
Atriplex nitens,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex nummularia,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Atriplex oblongifolia,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex paludosa,freshwater-hydrochorous_thalassochorous,TRY,NA,NA,thalassochorous_freshwater-hydrochorous,Mixed,2,,water,water
Atriplex patula,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex pedunculata,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Atriplex portulacoides,unassisted_freshwater-hydrochorous_human-mediated,TRY,NA,NA,freshwater-hydrochorous_unassisted_human-mediated,Mixed,3,,animal_water_unassisted,mixed
Atriplex praecox,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex prostrata,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex pseudocampanulata,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Atriplex recurva,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex rosea,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex sagittata,epizoochorous_human-mediated_unassisted,TRY,NA,NA,epizoochorous_unassisted_human-mediated,Mixed,3,,animal_unassisted,mixed
Atriplex semibaccata,epizoochorous_endozoochorous_unassisted,TRY,NA,NA,endozoochorous_epizoochorous_unassisted,Mixed,3,,animal_unassisted,mixed
Atriplex stipitata,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Atriplex tatarica,thalassochorous_anemochorous,EuDiS,NA,NA,thalassochorous_anemochorous,Mixed,2,,wind_water,mixed
Atriplex tridentata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Atriplex vesicaria,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Atropa baetica,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Atropa bella-donna,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Attalea anisitsiana,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea apoda,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea barreirensis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea brasiliensis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea brejinhoensis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea butyracea,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Attalea caribaea,unassisted_myrmecochorous,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Attalea cohune,unassisted_myrmecochorous,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Attalea compta,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Attalea densiflorus,myrmecochorous_epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
